task_num,micro_tag,text,correct_answer,explanation
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Для получения прочного бетона необходимо строго соблюдать пропорции воды и цемента. (2)Если воды будет слишком много, смесь получится слабой. (3)<...> поэтому строители используют специальные пластификаторы для улучшения свойств материала.\nСамостоятельно подберите уточняющую частицу, которая должна стоять на месте пропуска в предложении (3). Запишите эту частицу.",именно,"В третьем предложении подчеркивается, уточняется причина использования пластификаторов. Для усиления и уточнения значения слова «поэтому» используется частица «именно». Ответ: именно"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Вода обладает удивительным свойством: при замерзании она расширяется. (2)Плотность льда оказывается меньше плотности жидкой воды. (3)<...>, лед не тонет, а плавает на поверхности водоемов, спасая их обитателей от гибели в зимние холода.\nСамостоятельно подберите местоименное наречие, которое должно стоять на месте пропуска в предложении (3). Запишите это наречие.",поэтому,"В третьем предложении содержится следствие, вывод из того, о чем говорилось во втором предложении. Для выражения следствия используется местоименное наречие «поэтому» или «оттого». Ответ: поэтому"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)В пустынях днем стоит невыносимая жара, а ночью температура может опускаться ниже нуля. (2)<...> такие суровые условия, животный и растительный мир этих мест весьма разнообразен. (3)Обитатели пустыни выработали уникальные механизмы адаптации.\nСамостоятельно подберите производный предлог, который должен стоять на месте пропуска в предложении (2). Запишите этот предлог.",несмотряна,"Предложение (2) содержит уступительное значение (разнообразен вопреки суровым условиям). Используется производный уступительный предлог «несмотря на» (или «невзирая на»). При вводе в бланк ЕГЭ пробелы не ставятся, но в тексте пишется раздельно. Ответ: несмотря на"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Сон необходим для восстановления физических сил организма. (2)Кроме того, во время сна происходит обработка и систематизация информации, полученной за день. (3)<...>, полноценный отдых критически важен как для тела, так и для мозга.\nСамостоятельно подберите вводное словосочетание, которое должно стоять на месте пропуска в предложении (3). Запишите это словосочетание.",такимобразом,"Третье предложение подводит итог, делает вывод из сказанного в первых двух. Для подведения итога используется вводное словосочетание «таким образом». Ответ: таким образом"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Изучение иностранных языков развивает память и улучшает когнитивные способности. (2)<...> несколько минут ежедневной практики дают ощутимый положительный результат. (3)Главное в этом деле — регулярность и настойчивость.\nСамостоятельно подберите усилительную частицу, которая должна стоять на месте пропуска в предложении (2). Запишите эту частицу.",даже,"В предложении подчеркивается значимость малого количества времени, усиливается смысл сказанного. Для этого используется усилительная частица «даже». Ответ: даже"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Глубоководные аппараты позволяют ученым исследовать самые темные океанские впадины. (2)Там были обнаружены уникальные микроорганизмы, <...> способны выживать при колоссальном давлении без солнечного света. (3)Изучение таких существ помогает понять пределы выносливости жизни.\nСамостоятельно подберите относительное местоимение, которое должно стоять на месте пропуска в предложении (2). Запишите это местоимение.",которые,"Второе предложение является сложноподчиненным с придаточным определительным, которое присоединяется к главному с помощью относительного местоимения «которые» (заменяет слово «микроорганизмы»). Ответ: которые"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Многие вулканы на Земле относятся к спящим. (2)<...>, они не проявляют активности в настоящее время, но потенциально могут проснуться и начать извергаться. (3)За такими вулканами ведется постоянное сейсмическое наблюдение.\nСамостоятельно подберите пояснительный союз, который должен стоять на месте пропуска в предложении (2). Запишите этот союз.",тоесть,"Второе предложение поясняет, раскрывает смысл понятия «спящие вулканы», введенного в первом предложении. Для пояснения используется союз «то есть» или «а именно». Ответ: то есть"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)В лесах Амазонии обитает огромное количество редких видов животных и птиц. (2)К сожалению, многие из них находятся под угрозой исчезновения из-за вырубки деревьев. (3)Если не принять срочных мер, <...> могут навсегда исчезнуть с лица планеты.\nСамостоятельно подберите личное местоимение, которое должно стоять на месте пропуска в предложении (3). Запишите это местоимение.",они,"Слово заменяет существительное из предыдущего предложения («виды»/«животные и птицы») во множественном числе, выступая в роли подлежащего. Требуется личное местоимение «они». Ответ: они"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)В последние десятилетия активно развиваются технологии альтернативной энергетики. (2)<...> использованию солнечных панелей и ветрогенераторов многие страны смогли значительно снизить выбросы углекислого газа. (3)Это важный шаг в борьбе с глобальным потеплением.\nСамостоятельно подберите производный предлог, который должен стоять на месте пропуска в предложении (2). Запишите этот предлог.",благодаря,"Во втором предложении указывается положительная причина успешного снижения выбросов. Для указания причины с положительным оттенком используется производный предлог «благодаря». Ответ: благодаря"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Чтение классической литературы приносит огромную пользу развивающемуся уму. (2)<...>, оно расширяет словарный запас и учит грамотно выражать свои мысли. (3)Во-вторых, классика помогает лучше понимать психологию людей и историю общества.\nСамостоятельно подберите вводное слово, которое должно стоять на месте пропуска в предложении (2). Запишите это слово.",вопервых,"В третьем предложении стоит вводное слово «Во-вторых», указывающее на порядок мыслей. Следовательно, в предыдущем предложении должно быть парное ему вводное слово «во-первых». Ответ: во-первых"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Не стоит откладывать важные и сложные дела на потом. (2)<...> прокрастинация только усиливает тревогу и снижает качество выполненной работы. (3)Гораздо эффективнее разбивать большие задачи на мелкие этапы.\nСамостоятельно подберите частицу, которая должна стоять на месте пропуска в предложении (2). Запишите эту частицу.",ведь,"Второе предложение объясняет, обосновывает мысль первого (почему не стоит откладывать). Для усиления объяснения используется частица «ведь» (часто выступающая в роли союза). Ответ: ведь"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Солнечная система состоит из центральной звезды и планет, вращающихся вокруг нее. (2)<...> эти небесные тела удерживаются на своих орбитах благодаря силе гравитации Солнца. (3)Изучение законов тяготения началось еще во времена Исаака Ньютона.\nСамостоятельно подберите определительное местоимение, которое должно стоять на месте пропуска в предложении (2). Запишите это местоимение.",все,"В предложении обобщаются упомянутые ранее объекты («эти небесные тела»). Для полного охвата множества используется определительное местоимение «все». Ответ: все"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Регулярные физические упражнения укрепляют сердечно-сосудистую систему и мышцы. (2)<...>, они способствуют выработке эндорфинов, что улучшает настроение и снижает уровень стресса. (3)Медики настоятельно рекомендуют уделять спорту хотя бы полчаса в день.\nСамостоятельно подберите вводную конструкцию, которая должна стоять на месте пропуска в предложении (2). Запишите эту конструкцию.",крометого,"Во втором предложении добавляется новый аргумент, дополнительная информация к сказанному в первом. Для добавления мысли используется вводная конструкция «кроме того» или «помимо этого». Ответ: кроме того"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Древние египтяне обладали глубокими знаниями в математике и астрономии. (2)<...> их инструменты были весьма примитивными по современным меркам, они могли точно вычислять площади участков и предсказывать затмения. (3)Эти знания активно применялись при строительстве пирамид.\nСамостоятельно подберите подчинительный уступительный союз, который должен стоять на месте пропуска в предложении (2). Запишите этот союз.",хотя,"Придаточная часть второго предложения содержит условие, вопреки которому совершается действие в главной части (вычисляли, вопреки примитивности инструментов). Требуется уступительный союз «хотя» или «несмотря на то что». Ответ: хотя"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Рептилии являются хладнокровными животными, температура их тела зависит от окружающей среды. (2)<...> них, млекопитающие обладают теплокровностью и способны поддерживать постоянную температуру тела. (3)Эта особенность позволяет млекопитающим выживать в суровых климатических условиях.\nСамостоятельно подберите производный предлог, который должен стоять на месте пропуска в предложении (2). Запишите этот предлог.",вотличиеот,"Во втором предложении млекопитающие противопоставляются рептилиям. Для выражения сопоставления и противопоставления используется производный предлог «в отличие от». Ответ: в отличие от"
2,текст_средства_связи,"Прочитайте текст и выполните задание.\n(1)Некоторые люди считают, что конфликты в коллективе всегда приводят к разрушительным последствиям. (2)Опытные менеджеры, <...>, знают, что конструктивный спор помогает найти оптимальное решение проблемы. (3)Главное — уметь управлять разногласиями.\nСамостоятельно подберите вводное слово, которое должно стоять на месте пропуска в предложении (2). Запишите это слово.",наоборот,"Второе предложение выражает мысль, прямо противоположную сказанному в первом. Для противопоставления используется вводное слово «наоборот» или «напротив». Ответ: наоборот"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ОСТРЫЙ. Определите значение, в котором это слово употреблено во втором предложении текста: «Однако эти меры вызвали ОСТРЫЙ конфликт между руководством и сотрудниками».\n1) Имеющий хорошо колющий конец или режущий край. О. нож, о. меч.\n2) Сильно, ясно выраженный, напряженный, сильный (о чувствах, переживаниях, ситуациях). О. кризис, острая боль.\n3) Проницательный, изощренный (о зрении, слухе, уме). О. слух, о. ум.\n4) Сильно действующий на вкус или обоняние; пряный, едкий. О. сыр, о. запах.",2,"В предложении речь идет о конфликте — сильной, напряженной ситуации. Это соответствует значению №2. Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова СРЕДА. Определите значение, в котором это слово употреблено в предложении: «Молодой ученый быстро освоился в академической СРЕДЕ и нашел единомышленников».\n1) Вещество, заполняющее какое-н. пространство и обладающее определенными свойствами. Воздушная с., жидкая с.\n2) Совокупность природных условий, в которых протекает жизнедеятельность какого-н. организма. Окружающая с.\n3) Окружение, совокупность людей, связанных общностью условий жизни, занятий. Социальная с., рабочая с.\n4) Третий день недели. Встретимся в среду.",3,"В тексте говорится об «академической среде» — окружении ученых, совокупности людей, связанных общим занятием (наукой). Это соответствует значению №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ГЛУБОКИЙ. Определите значение, в котором это слово употреблено в предложении: «Старик испустил ГЛУБОКИЙ вздох и медленно опустился в кресло».\n1) Имеющий большую глубину (пространственную). Г. колодец, г. пруд.\n2) Отличающийся полнотой, основательностью; скрытый, сокровенный. Г. смысл, глубокие знания.\n3) Достигший высшего предела, полный, сильный. Глубокая старость, глубокая осень.\n4) Исходящий из глубины груди (о вздохе, дыхании, голосе). Г. вдох, г. голос.",4,"Речь идет о вздохе, который исходит из глубины груди. Это прямо соответствует значению №4 словарной статьи. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ПУТЬ. Определите значение, в котором это слово употреблено в предложении: «Этим открытием ученые проложили ПУТЬ к новым исследованиям космоса».\n1) Полоса земли, служащая для езды, ходьбы. Железнодорожный п., горный п.\n2) Место, линия в пространстве, где происходит передвижение, сообщение. П. следования, водный п.\n3) Путешествие, поездка. Отправиться в долгий п.\n4) Направление деятельности, развития; способ достижения чего-н. П. к успеху, жизненный п.",4,"В тексте слово «путь» используется в переносном значении — направление развития науки, способ достижения новых открытий. Это значение №4. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ЯЗЫК. Определите значение, в котором это слово употреблено в предложении: «Русский ЯЗЫК богат и выразителен, он требует бережного отношения».\n1) Орган в полости рта. Показать я., обжечь я.\n2) Исторически сложившаяся система звуковых, словарных и грамматических средств. Иностранный я., родной я.\n3) Речь, способность говорить. Лишиться языка.\n4) Система знаков (символов), передающих информацию. Я. программирования, я. жестов.",2,"В предложении говорится о русском языке как о системе словарных и грамматических средств общения целого народа. Это значение №2. Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ПОЛЕ. Определите значение, в котором это слово употреблено в предложении: «В этом ПОЛЕ зрения ученого попали ранее не изученные явления».\n1) Безлесная равнина, пространство. Пшеничное п.\n2) Пространство, в пределах которого проявляется действие каких-н. сил. Магнитное п.\n3) Основной цвет, фон, на к-ром нанесен узор. Ковер с красным полем.\n4) Область, сфера деятельности. П. деятельности, п. зрения.",4,"Словосочетание «поле зрения» является устойчивым и обозначает область, сферу охвата (в данном случае — исследовательского внимания). Это соответствует значению №4. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ИГРАТЬ. Определите значение, в котором это слово употреблено в предложении: «Эта деталь ИГРАЕТ важную роль в работе всего механизма».\n1) Развлекаться, забавляться. И. в куклы.\n2) Исполнять музыкальное произведение. И. на скрипке.\n3) Исполнять роль в спектакле, фильме. И. Гамлета.\n4) Выполнять какое-н. назначение, иметь какое-н. значение. И. важную роль.",4,"В предложении употреблено устойчивое выражение «играть роль», что означает выполнять определенное назначение, иметь значение. Это значение №4. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ЖИВОЙ. Определите значение, в котором это слово употреблено в предложении: «Писатель создал очень ЖИВОЙ образ главного героя».\n1) Такой, который живет, обладает жизнью. Ж. организм, живая природа.\n2) Подлинный, самый настоящий. Ж. пример.\n3) Выразительный, яркий, жизненный. Ж. образ, живое описание.\n4) Подвижный, деятельный, энергичный. Ж. ум, живой ребенок.",3,"Слово «живой» по отношению к образу в литературе означает выразительный, яркий, близкий к реальности. Это значение №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ЧЕРТА. Определите значение, в котором это слово употреблено в предложении: «Скромность была его главной отличительной ЧЕРТОЙ».\n1) Узкая полоса, линия. Подвести черту.\n2) Свойство, особенность, отличительный признак. Ч. характера, отличительная ч.\n3) Граница, предел. Ч. города, за чертой оседлости.\n4) Деталь лица (во мн. ч.). Правильные черты лица.",2,"В тексте говорится о скромности как о свойстве характера, отличительном признаке человека. Это значение №2. Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ТЯЖЕЛЫЙ. Определите значение, в котором это слово употреблено в предложении: «На заводе преобладал ТЯЖЕЛЫЙ физический труд».\n1) Имеющий большой вес, грузный. Т. чемодан.\n2) Требующий больших усилий, напряжения, трудный. Т. труд, тяжелая задача.\n3) Лишающий покоя, гнетущий, мучительный. Т. вздох, тяжелые мысли.\n4) Суровый, жестокий, опасный. Т. бой, тяжелая болезнь.",2,"В предложении говорится о труде, который требует больших физических усилий. Это соответствует значению №2. Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ПРЕДМЕТ. Определите значение, в котором это слово употреблено в предложении: «Экология стала главным ПРЕДМЕТОМ обсуждения на форуме».\n1) Всякое материальное явление, вещь. Бытовые предметы.\n2) То, на что направлена мысль, действие, чувство. П. обсуждения, п. обожания.\n3) Отрасль науки, учебная дисциплина. Любимый п. в школе.\n4) Тема, содержание чего-н. Разговор на эту тему (о предмете).",2,"Экология в данном контексте — это то, на что направлено обсуждение участников форума. Это соответствует значению №2. (Значение 4 близко, но оборот «предмет обсуждения» строго относится к значению 2). Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ТОНКИЙ. Определите значение, в котором это слово употреблено в предложении: «Художник обладал ТОНКИМ вкусом и чувством гармонии».\n1) Небольшой в поперечнике, в обхвате. Т. слой, тонкая нить.\n2) Нежный, деликатный, изысканный. Т. аромат, тонкие черты лица.\n3) Отличающийся проницательностью, чувствительностью, изяществом. Т. вкус, тонкий юмор.\n4) Звучащий высоко (о голосе, звуке). Т. голосок.",3,"«Тонкий вкус» означает изящный, проницательный, способный воспринимать малейшие детали искусства. Это значение №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ЛИЦО. Определите значение, в котором это слово употреблено в предложении: «Директор поручил подписать договор доверенному ЛИЦУ».\n1) Передняя часть головы человека. Красивое л.\n2) Индивидуальный облик, отличительные черты. Сохранить свое л.\n3) Человек в обществе, индивидуум. Физическое л., должностное л.\n4) Грамматическая категория, выражающая отношение к говорящему. Глагол 1-го лица.",3,"В предложении речь идет о человеке, наделенном определенными полномочиями (доверенное лицо). Это значение №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ДОЛЯ. Определите значение, в котором это слово употреблено в предложении: «В его словах была значительная ДОЛЯ правды».\n1) Часть чего-н., вместе с другими частями составляющая целое. Равные доли.\n2) Участь, судьба (обычно тяжелая). Женская д., тяжелая д.\n3) Мера веса. Ни грамма, ни доли.\n4) Какая-то часть, частица, элемент чего-н. абстрактного. Д. истины, д. сомнения.",4,"«Доля правды» — это элемент чего-то абстрактного (истины/правды), содержащийся в словах. Это соответствует значению №4. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ОТКРЫТЫЙ. Определите значение, в котором это слово употреблено в предложении: «Это был честный и ОТКРЫТЫЙ человек, никогда не таивший обид».\n1) Не закрытый, не запертый. Открытая дверь.\n2) Доступный для всех, публичный. Открытое собрание.\n3) Искренний, откровенный, не скрытный. О. характер, открытый человек.\n4) Ничем не защищенный, голый. Открытая местность.",3,"О человеке говорят «открытый», если он искренен и откровенен. Это соответствует значению №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ВОПРОС. Определите значение, в котором это слово употреблено в предложении: «Жилищный ВОПРОС в этом городе стоял очень остро».\n1) Обращение, требующее ответа. Задать в., ответить на в.\n2) То или иное положение, обстоятельство как предмет изучения или решения; проблема. В. о власти, жилищный в.\n3) Неясность, сомнение. Это еще в., под вопросом.\n4) Пункт в анкете, экзаменационном билете. Третий в. билета.",2,"«Жилищный вопрос» — это проблема, дело, требующее решения. Это значение №2. Ответ: 2"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ЗАКРЫТЬ. Определите значение, в котором это слово употреблено в предложении: «Своим телом солдат ЗАКРЫЛ командира от пуль».\n1) Сдвинув края, створки, преградить доступ куда-н. З. дверь, з. книгу.\n2) Покрыть сверху, накрыть. З. платком.\n3) Защитить, заслонить собой. З. от ветра, з. от пуль.\n4) Прекратить деятельность чего-н. З. магазин, з. собрание.",3,"В тексте солдат преградил путь пулям, заслонил, защитил командира собой. Это соответствует значению №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ПОДНЯТЬ. Определите значение, в котором это слово употреблено в предложении: «Статья журналиста помогла ПОДНЯТЬ важную социальную проблему».\n1) Взяв снизу, переместить вверх. П. тяжелый чемодан.\n2) Сделать более высоким, увеличить. П. цены, п. зарплату.\n3) Побудить к какому-н. действию. П. народ на восстание.\n4) Сделать предметом обсуждения, выдвинуть. П. вопрос, п. проблему.",4,"«Поднять проблему» означает сделать её предметом обсуждения в обществе. Это значение №4. Ответ: 4"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ВЕСТИ. Определите значение, в котором это слово употреблено в предложении: «Дорога ВЕЛА прямо к заброшенному замку».\n1) Направляя, помогать или заставлять идти. В. ребенка за руку.\n2) Управлять, руководить чем-н. В. машину, в. кружок.\n3) Иметь направление, пролегать (о дороге, пути). Тропинка ведет в лес.\n4) Осуществлять, производить (какое-н. действие). В. переговоры, в. стрельбу.",3,"В предложении речь идет о направлении дороги (она пролегает к замку). Это значение №3. Ответ: 3"
3,текст_значение_слова,"Прочитайте фрагмент словарной статьи, в которой приводятся значения слова ДЕЛО. Определите значение, в котором это слово употреблено в предложении: «Для него это было обычное ДЕЛО, он справлялся с ним быстро».\n1) Работа, занятие, деятельность. Приступить к делу.\n2) Поступок, действие. Доброе д.\n3) Событие, обстоятельство, факт. Неслыханное д.\n4) Собрание документов, относящихся к одному лицу или факту. Личное д., завести д.",1,"В контексте «обычное дело, он справлялся с ним быстро» слово означает привычную работу, занятие. Это значение №1 (также может трактоваться как обстоятельство/факт, но в сочетании со «справлялся» акцент на деятельности/работе). Ответ: 1"
4,ударения,"Укажите варианты ответов, в которых верно выделена буква, обозначающая ударный гласный звук. Запишите номера ответов. 1) зАгнутый 2) красИвее 3) оптОвый 4) сверлИт 5) щАвель",1234,"зАгнутый, красИвее, оптОвый, сверлИт — верно. Неверно: щАвель (правильно: щавЕль). Ответ: 1234"
5,паронимы,"В одном из приведённых ниже предложений НЕВЕРНО употреблено выделенное слово. Исправьте лексическую ошибку, подобрав к выделенному слову пароним. Запишите подобранное слово. На встрече соблюдался ДИПЛОМАТИЧЕСКИЙ этикет. Мастер выдал ГАРАНТИЙНЫЙ талон. У него была ДЕЛОВИТАЯ походка. Это ВЕКОВЫЕ традиции нашего народа. Мальчик решил ОДЕТЬ пальто и выйти на улицу.",надеть,"'Одеть' можно кого-то, а на себя — 'надеть'. Правильно: НАДЕТЬ пальто. Ответ: надеть"
7,формы_слов,"В одном из выделенных ниже слов допущена ошибка в образовании формы слова. Исправьте ошибку и запишите слово правильно. ИХ тетради, СЕМЬЮСТАМИ рублями, опытные ТРЕНЕРА, ЛЯГТЕ на диван, пара НОСКОВ.",тренеры,"Именительный падеж множественного числа от слова 'тренер' — тренеры. Ответ: тренеры"
9,корень,"Укажите варианты ответов, в которых во всех словах одного ряда пропущена одна и та же буква. Запишите номера ответов. 1) прил..скать, ст..рожил (города), м..кулатура 2) выб..рать, бл..стать, выт..реть 3) заг..релый, пл..вец, выр..сли 4) б..хрома, к..варный, эк..логия 5) п..рила, д..ректор, ст..реть",13,"1) прилАскать, стАрожил, мАкулатура (А); 2) выбИрать, блИстать, вытЕреть; 3) загОрелый, плОвец, вырОсли (О); 4) бАхрома, кОварный, экОлогия; 5) пЕрила, дИректор, стЕреть. Ответ: 13"
10,приставки,"Укажите варианты ответов, в которых во всех словах одного ряда пропущена одна и та же буква. Запишите номера ответов. 1) пр..открыть, пр..школьный, пр..морский 2) и..печь, в..бираться, ра..бег 3) с..грать, пред..стория, без..мянный 4) п..дбросить, о..далить, на..резать 5) пр..бабушка, п..ход, з..ночевать",13,"1) прИоткрыть, прИшкольный, прИморский (И); 2) иСпечь, вЗбираться, раЗбег; 3) сЫграть, предЫстория, безЫмянный (Ы); 4) пОдбросить, оТдалить, наДрезать; 5) прАбабушка, пОход, зАночевать. Ответ: 13"
